,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
24,22,-1.946525131,-0.044900505,-0.40557006799999995,-1.013057337,2.9419677,2.955053397,-0.063063147,0.8555463090000001,0.0499669,0.5737425079999999,-0.081256515,-0.21574500300000002,0.044160628,0.033897757,1.190717675,0.578843475,-0.975667025,0.044062818,0.488602869,-0.216715254,-0.579525934,-0.799228953,0.870300215,0.9834214929999999,0.321201133,0.149649877,0.707518836,0.014599751999999999,0.89,0.0
25,22,-2.0742946719999997,-0.121481799,1.32202063,0.41000751399999996,0.29519754600000003,-0.95953723,0.543985491,-0.104626728,0.47566401799999997,0.149450615,-0.8565663640000001,-0.18052315600000002,-0.65523293,-0.27979685600000004,-0.211667955,-0.33332061,0.010751094,-0.488472666,0.505751034,-0.38669357299999996,-0.403639499,-0.227404004,0.742434864,0.398534855,0.24921216100000002,0.274404274,0.359969356,0.24323167199999998,26.43,0.0
26,23,1.17328461,0.353497877,0.283905065,1.133563318,-0.172577182,-0.916053707,0.369024845,-0.327260242,-0.246651028,-0.046139302,-0.143418527,0.979350376,1.492285435,0.101417526,0.761477545,-0.014584082,-0.511640117,-0.325056355,-0.39093379799999994,0.027877909,0.067003304,0.227811928,-0.150487225,0.435045103,0.72482458,-0.33708206,0.016368379,0.030041191000000002,41.88,0.0
27,23,1.3227072690000001,-0.174040833,0.43455503100000004,0.576037652,-0.8367580459999999,-0.8310834109999999,-0.264904961,-0.22098194300000001,-1.071424618,0.868558548,-0.64150629,-0.111315775,0.36148541,0.171945122,0.7821665320000001,-1.35587073,-0.21693515300000002,1.271765385,-1.240621935,-0.5229509410000001,-0.28437557199999997,-0.32335741100000004,-0.037709905,0.347150939,0.559639137,-0.28015816600000004,0.042335258,0.028822300000000002,16.0,0.0
28,23,-0.41428881,0.905437323,1.7274529440000002,1.4734712669999999,0.007442741,-0.20033067699999998,0.7402283190000001,-0.0292474,-0.5933920189999999,-0.346188231,-0.012142188,0.786796316,0.635953883,-0.086324472,0.076803687,-1.405919334,0.7755917379999999,-0.942888927,0.5439694620000001,0.097307591,0.07723743400000001,0.457330599,-0.038499725,0.642521903,-0.183891335,-0.277464019,0.182687486,0.152664645,33.0,0.0
29,23,1.059387115,-0.175319187,1.266129643,1.186109955,-0.786001753,0.578435276,-0.767084276,0.40104614899999996,0.699499676,-0.064737556,1.048292488,1.005618365,-0.542001579,-0.039914502000000004,-0.218683248,0.004475682,-0.19355403899999998,0.042387962,-0.27783372100000003,-0.178023367,0.013676293999999999,0.21373361,0.014461848999999999,0.00295086,0.294638015,-0.395069505,0.081461117,0.024220349,12.99,0.0
30,24,1.23742903,0.061042584000000004,0.38052588,0.761564111,-0.35977071,-0.49408415,0.006494218,-0.13386238,0.43880973700000003,-0.20735804600000002,-0.929182115,0.527106061,0.348675901,-0.15253513900000001,-0.21838563,-0.191551818,-0.116580603,-0.6337908170000001,0.348415801,-0.066351335,-0.245682498,-0.530900256,-0.044265397000000005,0.079168029,0.50913569,0.288857834,-0.022704982000000002,0.011836231000000001,17.28,0.0
31,25,1.114008595,0.08554609,0.493702487,1.335759985,-0.300188551,-0.010753783000000001,-0.118760015,0.18861669600000003,0.20568684899999998,0.082262259,1.1335556709999999,0.6266990020000001,-1.4927803919999998,0.520787894,-0.6745925970000001,-0.5291082420000001,0.15825619800000001,-0.39875147899999996,-0.145708909,-0.27383236699999997,-0.05323366,-0.004760151,-0.03147017,0.19805371800000002,0.565007313,-0.337718126,0.029057402000000003,0.004452630999999999,4.45,0.0
32,26,-0.529912284,0.873891581,1.347247329,0.14545667699999998,0.41420885799999996,0.100223094,0.711206083,0.176065957,-0.286716935,-0.484687683,0.87248959,0.85163586,-0.5717453029999999,0.100974273,-1.519771833,-0.28437597800000003,-0.310523585,-0.404247869,-0.8233735240000001,-0.290347611,0.046949067000000004,0.208104855,-0.185548347,0.00103066,0.09881570099999999,-0.552903603,-0.073288084,0.023307045,6.14,0.0
33,26,-0.529912284,0.873891581,1.347247329,0.14545667699999998,0.41420885799999996,0.100223094,0.711206083,0.176065957,-0.286716935,-0.484687683,0.87248959,0.85163586,-0.5717453029999999,0.100974273,-1.519771833,-0.28437597800000003,-0.310523585,-0.404247869,-0.8233735240000001,-0.290347611,0.046949067000000004,0.208104855,-0.185548347,0.00103066,0.09881570099999999,-0.552903603,-0.073288084,0.023307045,6.14,0.0
34,26,-0.535387763,0.8652678079999999,1.351076288,0.147575474,0.433680212,0.08698293800000001,0.6930393109999999,0.17974226100000001,-0.285641861,-0.482474471,0.87179958,0.853447435,-0.571821891,0.10225210300000001,-1.519991203,-0.285912497,-0.309633387,-0.40390199299999996,-0.8237429940000001,-0.283263782,0.049525687,0.20653654300000002,-0.18710807,0.000753014,0.098116606,-0.553470969,-0.078305502,0.025427377999999997,1.77,0.0
35,26,-0.535387763,0.8652678079999999,1.351076288,0.147575474,0.433680212,0.08698293800000001,0.6930393109999999,0.17974226100000001,-0.285641861,-0.482474471,0.87179958,0.853447435,-0.571821891,0.10225210300000001,-1.519991203,-0.285912497,-0.309633387,-0.40390199299999996,-0.8237429940000001,-0.283263782,0.049525687,0.20653654300000002,-0.18710807,0.000753014,0.098116606,-0.553470969,-0.078305502,0.025427377999999997,1.77,0.0
36,27,-0.24604594899999999,0.47326690299999996,1.6957375540000001,0.262411488,-0.010866414,-0.610835935,0.793936546,-0.247252831,0.138879114,-0.40100706799999997,-0.812050382,-0.183524462,-0.630112887,-0.286217451,-0.337046324,-0.428105474,-0.030602108,-0.504568166,0.35518027799999996,0.045721127,-0.194599935,-0.335132726,-0.078179606,0.392783892,-0.031157147000000003,0.19803679899999999,-0.175347301,-0.20361615600000002,30.49,0.0
37,27,-1.452187279,1.765123739,0.611668541,1.176824984,-0.44597989200000004,0.246826452,-0.257566156,1.092472497,-0.607524461,0.047155552999999996,0.783726853,1.096385674,-0.268094206,0.76864804,-0.524367354,-0.808816147,0.7103860670000001,-0.11836878699999999,0.9792878359999999,0.008713334,0.082279817,0.325782191,-0.06910739099999999,0.020961997,-0.044668488,-0.24344139199999998,0.149180325,0.120556908,1.8,0.0
38,29,0.996369532,-0.12258878699999999,0.546819473,0.706579541,0.134559557,1.156995112,-0.29456133100000004,0.40742909899999996,0.337862664,-0.40815049299999995,0.682646124,1.253719685,0.391917044,-0.037510858,0.795301519,-1.668210591,1.322994882,-2.830035229,-1.463431688,-0.20346121,-0.076301837,0.10886691300000001,0.16223094,-0.575624048,0.109794915,0.373813367,0.050552197,0.005105559,20.53,0.0
39,29,1.110880342,0.16871677100000002,0.51714396,1.32540692,-0.19157335399999997,0.019503723,-0.031849108,0.11761992,0.017664721,0.044864790999999994,1.345074799,1.286339621,-0.25226706600000004,0.274457682,-0.8103943720000001,-0.587005063,0.087451074,-0.550473628,-0.154749355,-0.19011971100000002,-0.037708654,0.09570146199999999,-0.048197647,0.232114939,0.606200749,-0.342096829,0.036769605,0.007479960999999999,6.54,0.0
40,32,1.24905472,-0.6247270770000001,-0.7105889040000001,-0.9916003609999999,1.4299731919999998,3.6929770189999997,-1.090208641,0.967290815,0.8501485190000001,-0.307081112,-0.45624530799999996,0.22998135,-0.016913099999999997,-0.22084608600000002,0.362417699,0.315222304,-0.512265445,0.11899461900000001,0.57472016,0.09785269199999999,-0.0062927140000000005,0.009200225,-0.129463201,1.11297017,0.500382109,1.1965491990000001,-0.048220435,0.005093622,29.89,0.0
41,32,-2.008871795,2.198526503,0.14424174,1.159432262,-0.815174288,0.182288271,-0.617108302,1.530816728,-0.586832286,0.12987575099999998,0.658479448,1.265049218,-0.206518166,1.013603212,-0.54941351,-0.7080342009999999,0.869643169,-0.09565956,0.9443954090000001,0.028740125,0.09491730699999999,0.294982704,0.011081384,0.015249371999999999,0.034210636,-0.236141102,0.128290673,0.11798599,2.35,0.0
42,33,-0.607877143,1.031345078,1.7404497369999998,1.23210555,0.41859226,0.119168119,0.8508926659999999,-0.17626741899999998,-0.243501348,0.14845549,-0.387003094,0.398299277,0.48191674799999995,-0.365439093,0.23554457199999998,-1.34781146,0.50464826,-0.798404511,0.7597103070000001,0.25432477800000003,-0.087329191,0.25831528,-0.264775023,0.118282367,0.173508081,-0.217041287,0.09431191300000001,-0.033041296,14.8,0.0
43,33,-0.935731509,0.170415774,2.7462612689999997,-1.077964912,-0.305594036,0.011577038999999999,-0.296178451,0.40277557,-0.040471746,-0.852045976,1.552109306,0.95356103,0.415429902,-0.233899925,0.45233583200000005,0.8443682770000001,-0.8227390859999999,0.33882162200000004,-1.214234428,-0.00541945,0.401212016,1.064864254,-0.15832543599999999,0.29550548600000004,-0.259369648,0.754194723,0.04666377,0.093947918,9.1,0.0
44,34,-0.7622556659999999,0.12776775199999998,2.650056386,-1.875662771,-0.893356398,-0.268714889,-0.41986359700000003,0.14623340699999998,-0.86963529,-0.038651669,-0.686124387,-0.502910879,1.3808263219999999,-1.039124606,0.652842089,1.8987475630000001,-0.458413549,-0.559803243,-0.29510264,0.359392906,0.43334964200000003,1.2604026640000001,-0.40470003600000004,0.094945523,0.48097597700000005,-0.09068468,0.319222973,0.135599925,15.99,0.0
45,34,1.138315566,0.05695597,0.649418965,0.873062041,-0.468466331,-0.41019455200000005,-0.013897554,-0.072439609,0.30678790899999997,-0.269952637,-0.002601848,1.1243042159999999,0.744206684,-0.18835342100000002,-0.075661963,-0.709192272,0.38121910299999995,-1.3720801740000002,-0.273701149,-0.07835463299999999,-0.164222415,-0.24740053899999997,0.059405065,0.456286465,0.361004004,0.274414146,-0.002498362,0.017108847,21.34,0.0
46,34,-0.291540245,0.445575314,1.249752116,-1.73573589,0.08575555900000001,-0.121924299,0.407715857,0.09530937800000001,0.815902287,-1.4911880119999998,-0.84619138,0.05653255,-0.05895353,0.151922602,1.982594882,-0.44329505399999997,-0.318251412,0.064787167,0.613505272,-0.033522345,-0.064906147,-0.120448982,-0.156525634,-0.800212851,-0.000620392,-0.835203307,0.131001421,0.06289627,18.95,0.0
47,34,0.201685891,0.497483215,1.373912574,0.5714053179999999,-0.63065775,-0.5396591239999999,-0.07627029099999999,-0.91710575,0.27000840600000003,-0.480280682,-0.51253274,0.680906259,0.089923037,-0.157405057,-0.588819332,-0.47790844600000004,0.225388796,-0.668680159,-0.023599421000000002,-0.222302592,0.71896107,-0.17187687,-0.166205255,0.7764713240000001,0.8184603559999999,0.442547455,0.142757247,0.21923761,9.99,0.0
48,35,1.386396974,-0.794209465,0.778224191,-0.8647084340000001,-1.06413228,0.35129617399999996,-1.191454583,0.052685634,-0.30440403899999996,0.576516809,-1.631111762,0.042559512,2.047898316,-0.739338429,1.456222044,-0.272049583,-0.932007398,1.9265322,-0.6599391729999999,-0.273032887,-0.228726646,-0.12352242,-0.131025122,-0.9296681790000001,0.181379006,1.194928064,0.0005313319999999999,0.019910623,30.9,0.0
49,35,-1.0632356790000002,1.418190626,1.086672863,1.2414396,0.002306126,0.045901581,0.5141208970000001,0.241252403,-0.154499951,0.280672622,-0.531948028,0.589857529,0.555086956,-0.11635732900000001,0.165886171,-1.237210027,0.638414233,-0.776070595,0.69280589,0.235008926,-0.05722847,0.314152998,-0.12986292800000002,0.11428370800000001,-0.027812477000000002,-0.259937016,0.11875364,-0.008956298,20.22,0.0
50,35,1.199355934,0.129953155,0.863584971,1.0026347690000001,-0.783761015,-0.8846790059999999,-0.040743276,-0.20806851199999998,0.392477872,-0.2481779,-0.095362752,1.314131048,1.091681409,-0.409346352,-0.577994105,-0.581283742,0.21234268,-0.893181253,-0.020652885,-0.072620126,-0.042468085999999995,0.19847405199999998,-0.033009975,1.013290131,0.559097511,0.401817534,-0.005864655999999999,0.017936032,0.99,0.0
51,36,-1.004929339,-0.9859776809999999,-0.038038828999999996,3.7100613589999996,-6.631950832,5.122102581,4.371691256,-2.006867506,-0.278736461,-0.230872923,0.145155263,-0.06315605,-0.799585071,-0.34195636799999996,-0.930529782,0.510510185,0.092428106,0.823984132,1.1903978000000002,-0.001979978,1.393406004,-0.381671395,0.9697191759999999,0.019444796,0.5709228129999999,0.33327778199999997,0.8573731920000001,-0.07553824599999999,1402.95,0.0
52,36,-1.1694224579999999,1.15831387,1.4067995359999999,0.860188897,-0.103809889,0.12203478,0.264451377,-0.108766589,-0.181976611,0.659592649,0.45631689,-0.09776271,-0.346158686,0.21018239100000002,2.3452293330000002,-1.1726476829999999,0.8600188740000001,-1.154224266,0.8587680259999999,-0.120560178,0.024497903999999997,-0.12015315800000001,0.212986045,0.087535763,-0.946529684,0.22670038899999997,-0.810100768,0.23495658100000003,7.99,0.0
53,36,1.095524606,-0.11608534599999999,1.397911915,1.4975469,-1.049123999,0.072838535,-0.72380208,0.287532473,0.9963268120000001,-0.14914465300000002,-0.508291669,-0.027840902999999997,-1.321559752,-0.062404467000000005,0.505750536,-0.209298471,0.207536534,-0.471334707,-0.7362975820000001,-0.275034579,-0.033234172,0.093261885,0.089498395,0.36126129799999995,0.250962948,-0.37827998,0.0810239,0.034226938,2.09,0.0
54,37,1.295667621,0.341483451,0.081505199,0.56674607,-0.11045877300000001,-0.766324793,0.073154903,-0.16830413800000002,0.07183711,-0.28104399399999996,-0.549533939,0.049093162,0.303950023,-0.316750192,1.134897205,0.6359095770000001,-0.19976316600000002,-0.122051064,0.0045161820000000005,-0.06598338299999999,-0.323607229,-0.929781372,0.063808806,-0.193565115,0.287574218,0.127880985,-0.023731192999999998,0.025199673,0.99,0.0
55,38,0.158331782,0.872687435,0.965524582,1.802127161,0.139021981,0.1108631,0.5590791860000001,-0.029070932,-0.39491225399999996,0.03267448,-0.5009189000000001,0.631916038,0.754693617,-0.047655469000000006,0.34821761700000003,-1.493526805,0.7572306320000001,-0.6843692159999999,1.303358759,0.089837783,0.116269966,0.6916850390000001,0.12111283,0.116142168,-1.112725012,-0.303369145,0.327532804,0.255621383,21.76,0.0
56,39,-0.554064565,0.215728298,0.8442646290000001,-0.753067316,0.03484847,-0.558597248,1.090400958,-0.203873232,0.262393622,-1.35471022,-0.09487988,0.953745992,0.836964039,0.14475220000000003,1.156609532,-1.933020943,0.741348958,-0.5136099279999999,1.5673453869999998,0.383282933,0.212133973,0.702337604,-0.005700602,0.147346442,0.24565195199999998,-0.44045621,0.147130419,0.13946773199999998,120.96,0.0
57,39,-1.330881575,0.267540227,-0.16846957399999998,-0.701232148,3.2819715260000004,3.216389615,-0.059394352000000004,0.895430428,-0.017778824,-0.165753218,-0.7650473059999999,-0.015636283,-0.35662599,-0.041200001,-0.7351031,0.030533314,-0.778067288,-0.015159683,-0.152824068,-0.113875191,-0.151042302,-0.311726353,-0.37479281299999995,1.01488604,0.353991877,-0.510327072,0.159032671,0.228707928,13.84,0.0
58,40,1.1106920040000001,0.081941901,0.406063037,1.290740383,-0.169813148,0.12095538300000001,-0.080845205,0.174373085,0.152070726,0.065266723,1.02454977,0.79313718,-1.015039703,0.42299545200000005,-0.7066295509999999,-0.48845535799999995,0.058531448,-0.383627226,-0.074067698,-0.21984610000000002,-0.056023985,-0.011603086,-0.070482892,0.004345191,0.603928641,-0.327424451,0.029889689,0.004944296,13.84,0.0
59,41,1.1543121170000001,0.265462317,0.384870524,0.57500704,-0.217475465,-0.391519648,-0.081488957,0.06278949,-0.260583324,-0.16167721699999998,2.052927777,1.130825934,0.18948450600000002,-0.070792612,0.619345198,0.318582897,0.09023211199999999,-0.33145041199999997,-0.34472121299999997,-0.099579746,-0.193213341,-0.557685063,0.169492069,0.186862704,0.08925198300000001,0.09362623,-0.00963264,0.019667693,2.67,0.0
60,41,0.9860633259999999,-0.202964587,-0.49276814700000005,0.407691275,0.305660256,-0.23052917899999997,0.585028086,-0.20822459100000001,-0.24750344800000001,-0.192253128,-0.628317496,0.430307933,0.81124802,0.371566359,1.0260788490000001,-0.028501345,-0.307546103,-1.099654915,0.010738506,0.263505048,-0.305873933,-1.216555269,-0.07760152599999999,-0.7413407879999999,0.286881125,0.20034669600000002,-0.075203351,0.027271219,169.05,0.0
61,41,1.138759336,-1.192952827,1.4071308359999999,-0.330070103,-2.06950346,-0.242175406,-1.306635114,0.104510403,0.134628232,0.49393127700000006,-0.8951875979999999,-0.18269545199999998,0.146080827,-0.586610839,0.7971890220000001,-0.891720829,-0.079207821,1.541588494,-0.983586179,-0.299307434,-0.156198372,-0.030568777000000002,-0.019723384,0.433752601,-0.02952146,1.141241302,-0.00861206,0.041563896,96.94,0.0
62,41,1.145524387,0.5750679679999999,0.19400846,2.598191745,-0.092210023,-1.044429584,0.531587593,-0.24188812699999998,-0.896287174,0.7579523309999999,-0.448937078,-0.660863325,-1.308522173,0.7888637940000001,0.32029445100000004,0.29540381,-0.287878455,-0.45145292299999995,-1.0114461670000001,-0.191049987,0.011106333999999999,-0.11970309999999999,-0.076509528,0.691320431,0.633983977,0.048741274,-0.053191942,0.016251499,34.13,0.0
